polarity,text,Unnamed: 2
neg,copelandband guy sing sleep please,
neg,msbeeee principled got chicken hospital know lot research,
neg,wrote entire story nt save motherfucker,
neg,matt still lotsa pain missed work week ca nt much poor guy,
neg,wispers oooh let get friend computer sleeping dont anything share,
neg,staceylovesdw halloween tonight,
neg,want watch,
neg,dante http twitpiccomhqos agree supermom poor thing love,
neg,tweet diligently exam back studying,
neg,reeeeeeeeeealy want mickey dollar menu cheeseburger huuuuuuuuunnnnnngggggrrrrryyyyy,
neg,lady bathroom latest soul come around said quot please quot feel like giving cookie starving person,
neg,miss friend,
neg,saturday yet friday one day,
neg,nearly killed kid bike pulling driveway morning thank goodness ok car scratched tho,
neg,btw made home okay glass wine amp bottle champagne sucker champagne also sux hearing friend pain,
neg,came home work find small bird caught chain link gate must flown broke neck strangled,
neg,night lame friday,
neg,going bed got work hour,
neg,cherrybumbum yahh ur going la right im opposite side u travel safely shin kssen,
neg,long ride home bored,
neg,drmynoralvarez omg soo sorry hear,
neg,hand sister health poo going hypernurseandoldersister overdrive feel bad,
neg,wan na make friend twitter enybody follow thts nothing,
neg,hellen called left voicemail morrissey wa line,
neg,watching happy foot missing girl,
neg,aisukohi grr wa indoors teh smelly hospital,
neg,soooo full surrounded dragon fan yay still wish wa tuggerah,
neg,ducky today bread went waste,
neg,im stupid english homework,
neg,wondering ever together mean typing reading far apart pain,
neg,first person give hug love forever ca nt sleep wishin certain person would talk,
neg,momofcrazykids sorreh,
neg,upset ceeing short stack bride today,
neg,soooo full surrounded dragon fan yay still wish wa tuggerah http tinyurlcomcqyxu,
neg,eye heavy need take rest doll breaking,
neg,foogirl aw,
neg,stuck corrine ca nt find deejay fuckin key oh lord,
neg,gardening faery doe exist,
neg,really really unwell cold killing,
neg,stuck houston airport hr,
neg,love leilanilei hope mad real jerk sometimes,
neg,icing ache pain getting back shape easy always think push hard get hurt,
neg,getting home feeling well hope nt get sick miss nice weekend,
neg,noirem wa yesterday wa amazed people store etc kinda scary,
neg,jenerie sorry dog died almost year ago,
neg,yearoftherat aware write non yaoi see name expect yaoi delete lol,
neg,wan na sleep dont think gon na happen soon loudness relay,
neg,ddeighe yeah fl fucking hot,
neg,sick,
neg,shanealexander loove td put time twitter lockdown speak,
neg,xohsnap june th far away excited might go alone even though bought two tix sadness,
neg,coachdeb loving randomfacts tell u cant dm dm broken twitter week see cant send,
neg,wrote entire story nt save motherfucker http twittercomdisintegrationstatuses,
neg,good social event tonight,
neg,aa hotel,
neg,mycherrymoon yeah sinus infection,
neg,another night sitting home today side effect dehydration exhaustion dizzy spell head ache,
neg,sitting tear face dont wan na go work sunday going miss mom,
neg,fat day worst men knew lb u,
neg,jonathanross time would comment post would like day two old would never get read anyone,
neg,chibi raping stuffed panda face wo nt six month old next week nt raise like,
neg,blue cheese bitch whenever start crave cheese know weight upswing,
neg,tired unemployed last job varied wanted experience area choose someone else,
neg,stressin flight hour,
neg,johncmayer please yoy say time pic winner tatoomy friend sleeping moment,
neg,tweetie application blackberry,
neg,please tell amp tn took almost week get internet disappointed,
neg,sooo alcoholic lol drinking need ur support,
neg,macmuso family moved tassie look gorgeous jealous acreage nice green,
neg,saw horrible accident outside parent house someone ran headon tree slumped passed hope ok,
neg,working day tomorrow watched almost state play tonight wa really good rec,
neg,totally suck go back work early tomorrow,
neg,got back thaipot really missed everything sad say goodbye,
neg,citibank wo nt send payee confirmation number ca nt pay rent sock,
neg,davidcgarcia throat stop,
neg,workingjoeblo bummer good weather crap still cleaning,
neg,today day,
neg,wan na wake dozen red rose,
neg,bendito nepoleon wa eating food wa taken army ant took care,
neg,could go loving right,
neg,iamjulito dang sound fun sadly lol,
neg,candy tricked u pulled u bright happy colour robbed u money,
neg,completely drained suppose day drinking doe,
neg,ca nt go today im mad,
neg,olgabondarev wish could home easter,
neg,wa called asshole jay brannan oops,
neg,still ha nt gone sleep past feeling sad,
neg,gv xams nt knowing enough generation oppressed student must felt way,
neg,twitter mr michael p see june,
neg,weekend going suck hate junior year,
neg,mronetwo u comoing u drink enougj n ull understand soanish song r sayin lmao ima miss u puto maricon,
neg,got home working overtime yawwwwn,
neg,wer http twitpiccomhxpf hahaaahahaaaaahahaahaaa oh sorry wtf thinking,
neg,tmofbaseball thanks looking info john lackey information wanted hear though,
neg,demiprassas knowww always happens like every week damn see regular time monday,
neg,fuck capo gone,
neg,sooo many final study better news pen leading,
neg,ca nt find friend,
neg,god please help nt know father like,
neg,sad cereal hahaha lol,
neg,way lakeview really sad could nt make ifightdragons concert,
neg,waited go online lucky wa eating imed offline dayuuum,
neg,ii feel past model show shud upset cuz female popped sorry blame tyra,
neg,anyone else sick folk nt understand twitter constantly bashing quot stupid pointless quot uninformed ftl,
neg,wish fiance wa nt sick feel better matty,
neg,trying enjoy last momento spring break,
neg,sariahmusicnow give adriane love feeling well call phone sing happy bday,
neg,laying bed unable sleep sad caught thought,
neg,need somes twitter follower,
neg,robby sorry dog sorry robby amber amp kid sad guy,
neg,almost slipped panic attack tonight took lot fight,
neg,iamjulito tatauc im smut know,
neg,nickmanning ca nt call like,
neg,friend bailing http plurkcomposge,
neg,okay goodnight twitterverse get early tomorrow work,
neg,place solitude line taken stalker nothing world sacred anymore,
neg,anthonyash yelling mother,
neg,eniree sure one many,
neg,going bed,
neg,eff boyonkey worst tranny ever,
neg,hey phone got stolen please tell ur doin tonite,
neg,eating ice cream watching star war still really smokey,
neg,working relationship issue kaze doe nt seem promising yet,
neg,watched taken love movie going get good night rest busy weekend awaits,
neg,singswell aww suck get well soon sweetie,
neg,holy crap take nap hour pitchfork blow twitter dashboard wish wa coachella,
neg,slgoodson miss gon na survive go germany,
neg,andrewwielandt got week head office coming week,
neg,wilw doe nt make cry inside even think blame canada,
neg,sad im going blazer game wahhhhh,
neg,redalert thanks u friend taking forever take long im gon na go sleep,
neg,ashton kutcher rubbing mil follower face,
neg,fadingsignal bought house came floor safe wa locked hoping something inside got nothing,
neg,filthyhandss feel way,
neg,woke nap dammit got runny nose going weather killing,
neg,socalmario u r crazy sd best city world left yr ago amp dying go back,
neg,knew wa possible allergic bandaid adhesive,
neg,dad pick restaurant one vegetarian dish lunch garlic bread side fry,
neg,pray family minnesota uncle well passing soon,
neg,pureem mine repair,
neg,mundoo sorry hear congratulation rain hour ago help lawn dust bowl,
neg,nose cold,
neg,mrfreshcgboy ummm really wa nt,
neg,chiliad ice cream,
neg,sick friday night,
neg,ok quot christened quot new ball park beat lol oh bee,
neg,tied bottom th lt lizabeth gt,
neg,steinsgrrl sarah think look like something horror movie creepy im emailing right,
neg,totally see loosing waaaay much time,
neg,body giving sick urge must resist want,
neg,wan na become wrestler id rather kicked ball im sad waiting new day,
neg,situation really make rethink time ben,
neg,wish could leave cult major douchebags feel like else turn,
neg,kinda missing socal bc event missing ca nt say nt love back beautiful nw,
neg,molly malone company aggitated,
neg,hour work go,
neg,kirrathomas omg nt quite occurred time poor thing well least got realtime hair commentary,
neg,mardenalmighty know got leg workout day leg still fucked sux,
neg,sleepy babysittin tha nephewtlkn tha babezhad lonq dayi need restnite nitetwitter people,
neg,love say yes dress since age wanted bridal consultant realized go college get real job,
neg,ha ear ache hoping get sleep soon,
neg,bitsyfest wa emo wa trying genius christophe beck playlist go,
neg,laurie get like miss complicated lol least still see,
neg,apparently new neighbor upstairs making noise,
neg,kentjlewis link never work,
neg,tokiohotelusa thanks link news update really disturbing,
neg,daverandaii know loser really feel like crap going,
neg,baaaahhhh better luck next time blue,
neg,hollybird suck,
neg,bet nick gone said joke thing keep u like dummy,
neg,sleepy guess go bed log day shopping shopping saving money trying,
neg,competition gon na look like crap,
neg,ivey ca nt find rhapsody mayhap share sometime,
neg,budding fibromyalgia flare barn cleaning stomach issue alpaca shearing full blown fibro event apparently barely move,
neg,getting excited ginger garrett newest book shadow lion nt think find,
neg,gon na finally sick,
neg,superdaveyboy wish could something help sorry got overnight shift yuck get bored quot dc quot play go fish lol,
neg,feel like getting wasted right nothing drink wasted drunk plowed,
neg,jus got flat tire,
neg,montefontaine yeah wa slacker winter amp gained pound lost since starting work ashamed,
neg,ndoto woow shelby gon na crushed hillhouse,
neg,thepartyscene hm sorry never replying,
neg,really mood rp everyone dy,
neg,modelmandylynn spent day yard work ripping stump took hour,
neg,mrsjonknight wish,
neg,jagelzey omg want see nt know put tour date yet tix kinda expensive though,
neg,work w headache thats sitting behind eye looking computer screen nt helping gt gt gt,
neg,hardest decision album take itouch cause memory left yay update haha,
neg,manpreets iphone uninsured unlocked,
neg,nicholasbraun n didnt answer question yet,
neg,shitt different day doe stop,
neg,jake spending night nick bc going town tomorrow want cry miss goodnight,
neg,suck,
neg,sleep hopefully thanks company nat xx,
neg,roobylou dunno point im sorry lol,
neg,ive bin rate limited twitterific,
neg,absolutely adoring son growing fast though,
neg,ipod completely dead charging minute still say battery low,
neg,aroundharlem working,
neg,tired looking wholesale bead finding want,
neg,luck one ha responed yet nt think anyone crossed finger lol come people team effort lol,
neg,power tripped clv internet wa pmam morning feel pretty bad get abused thou,
neg,want sunday right,
neg,woke soon wa start getting ready party raining,
neg,bawled eye watching marley,
neg,mcwneks hope late protect son circ necessary amp harm baby,
neg,retail therapy sigh time housework,
neg,spongebob waste great username give meh plz,
neg,kid chased cat spray bottle lol randomfacts,
neg,nt tell woman mycocepurus smithii bad day male ant everywhere,
neg,http twitpiccomi face defeat,
neg,bed got hour,
neg,mccainblogette would nt rather home,
neg,okay nt mind dont way,
neg,writing new song fire escape enjoying captain rock mmmmm delicous playoff hockey night,
neg,hejlhavok oh became undone,
neg,jassonc cant believe saw wo,
neg,feel bad amy wa stretched sleeping kick room night,
